Protein,Degree,ClusteringCoefficient
CXCL13,3,0.0
FGR,15,0.0761904761904762
PSMA5,23,0.2648221343873518
STAT5B,22,0.24210526315789474
CCR6,1,0.0
CCL20,2,0.0
CCR7,1,0.0
EIF2B2,5,0.4
THEG,2,0.0
CD101,3,0.0
ST13,10,0.15555555555555556
CD14,3,0.0
LBP,4,0.0
TLR2,11,0.1111111111111111
CD151,6,0.5333333333333333
CD46,11,0.2727272727272727
ITGA3,11,0.2545454545454545
ITGB1,42,0.07897793263646923
PTGFRN,5,0.6
CD163,1,0.0
CD180,2,0.0
LY86,1,0.0
CD19,11,0.18181818181818182
CD81,22,0.15789473684210525
CD82,18,0.1830065359477124
CD9,17,0.25735294117647056
CR2,7,0.14285714285714285
CD1D,5,0.1
P4HTM,2,0.0
PTPRC,22,0.1038961038961039
CD2,13,0.08974358974358974
CD5,7,0.19047619047619047
CD53,3,0.3333333333333333
CD58,3,0.0
ITK,18,0.3333333333333333
LGALS1,19,0.12280701754385964
CD200,1,0.0
CD200R1,1,0.0
CD209,3,0.0
CD226,4,0.0
ITGB2,15,0.10476190476190476
PVR,6,0.2
CD24,3,0.0
SELP,8,0.0
DOCK2,9,0.3333333333333333
TRAT1,9,0.08333333333333333
CD27,7,0.19047619047619047
SIVA1,10,0.13333333333333333
TRAF5,25,0.19666666666666666
CD28,7,0.047619047619047616
CD80,4,0.0
DUSP14,3,0.3333333333333333
GRAP2,21,0.06666666666666667
LRRC23,1,0.0
FAM125A,7,0.5714285714285714
HOXC11,11,0.07272727272727272
RAB4A,17,0.08571428571428572
C5orf41,1,0.0
DDX23,18,0.24836601307189543
NUDT21,60,0.04900181488203267
PRPSAP1,13,0.10909090909090909
RAD54B,20,0.08496732026143791
SNRNP40,22,0.22077922077922077
SNRPF,18,0.2875816993464052
SNRPG,26,0.15384615384615385
USP39,34,0.1622103386809269
CD34,3,0.0
CREM,11,0.16363636363636364
CD36,12,0.045454545454545456
HSD11B1,1,0.0
ITGB3,15,0.08571428571428572
LDLR,11,0.12727272727272726
VLDLR,9,0.1388888888888889
CD38,1,0.0
CD8A,13,0.10909090909090909
CD3E,10,0.0
CD3G,3,0.3333333333333333
POLR1D,7,0.3333333333333333
TAF1C,15,0.3523809523809524
CD4,74,0.044209702660406885
EEF1B2,13,0.2545454545454545
EIF3B,31,0.2924731182795699
EIF3D,18,0.3790849673202614
EIF4A2,34,0.13012477718360071
ENO1,19,0.1695906432748538
FARSB,6,0.4
IL16,22,0.015789473684210527
KCNAB2,6,0.2
MME,74,0.006259780907668232
MYL12A,7,0.38095238095238093
RPS10,23,0.1225296442687747
RPS12,6,0.26666666666666666
RPS9,17,0.15441176470588236
RPSA,13,0.19230769230769232
SPG21,12,0.15151515151515152
TNPO1,12,0.16666666666666666
env,6,0.0
CD40,26,0.07076923076923076
ERP44,9,0.16666666666666666
MS4A1,8,0.0
SGK1,33,0.0928030303030303
SLC30A7,2,0.0
SLC39A7,4,0.16666666666666666
TDP2,13,0.34615384615384615
TXN,16,0.16666666666666666
UGGT1,9,0.027777777777777776
USP15,49,0.0666049953746531
CD40LG,4,0.0
HPR,1,0.0
RNF128,10,0.07142857142857142
ERBB2,45,0.16057585825027684
ERBB4,26,0.12615384615384614
HBEGF,7,0.14285714285714285
VCAN,16,0.058333333333333334
CD47,3,0.6666666666666666
CD55,2,0.0
CD63,14,0.24175824175824176
HLA-DMB,3,1.0
HLA-DOB,2,1.0
HLA-DRA,14,0.16483516483516483
CD7,4,0.0
PI4K2A,4,0.3333333333333333
CD72,5,0.6
SEMA4D,5,0.0
CD74,4,1.0
IGSF8,4,0.8333333333333334
ITGA4,6,0.4
Rnf128,1,0.0
TSPAN4,5,0.6
ITGAL,5,0.4
CD84,6,0.0
SH2D1A,7,0.047619047619047616
SH2D1B,2,0.0
Sh2d1b1,3,0.0
CD86,4,0.16666666666666666
MARCH1,4,0.6666666666666666
CD8B,1,0.0
LNX2,5,0.4
SERPINH1,22,0.13852813852813853
CD99,2,1.0
CDC123,3,0.0
Ppp5c,5,0.1
CCDC59,7,0.047619047619047616
CDR2,5,0.5
FBXW5,13,0.16666666666666666
HSF1,40,0.15128205128205127
HSF2,11,0.3090909090909091
KRT32,1,0.0
KRT33A,2,0.0
KRTAP19-5,1,0.0
KRTAP9-2,1,0.0
KRTAP9-3,1,0.0
SPATC1,3,0.3333333333333333
TTK,13,0.2727272727272727
YARS2,5,0.1
DUSP8,2,0.0
FAM193B,4,0.0
KRT35,4,0.5
CDC25C,20,0.1736842105263158
USP17L2,5,0.1
PPP5C,16,0.16666666666666666
CORO7,7,0.5714285714285714
FBXL3,6,0.4
FBXW2,7,0.3333333333333333
RL2,15,0.22857142857142856
C19orf44,2,1.0
CC2D1A,2,0.0
CHGA,4,0.0
EIF2AK1,3,1.0
GCH1,4,0.0
MZT2B,7,0.09523809523809523
NCOA5,8,0.4
SNX5,11,0.18181818181818182
ZNF235,5,0.0
ZNF266,2,0.0
ZNF667,2,1.0
CDC39,3,0.0
CNOT2,10,0.3333333333333333
CNOT4,10,0.17777777777777778
AHSG,9,0.08333333333333333
Arhgef7,5,0.6
CBLL1,4,0.3333333333333333
CDC42BPA,4,0.6666666666666666
CDC42BPB,8,0.21428571428571427
CDC42EP1,7,0.23809523809523808
CDC42EP2,5,0.0
CDC42EP3,9,0.2857142857142857
CDC42EP4,4,0.3333333333333333
CDC42EP5,4,0.0
CDC42SE1,4,0.6666666666666666
CDC42SE2,3,1.0
CFHR4,4,0.0
CPN1,3,0.0
DOCK9,2,1.0
Diap3,2,0.0
ERRFI1,4,0.3333333333333333
FGD1,1,0.0
FMNL2,2,1.0
KIAA2026,3,0.6666666666666666
Kin,2,0.0
MAP3K10,19,0.03508771929824561
MAP3K11,25,0.13666666666666666
MCF2,9,0.38095238095238093
MUC12,2,0.0
MYO9A,4,0.0
Net1,3,0.0
PAK3,6,0.4666666666666667
PAK4,12,0.24242424242424243
PARD6B,13,0.46153846153846156
PLEKHG2,3,0.3333333333333333
Pak3,2,0.0
RAP1GDS1,12,0.18181818181818182
RPL23,17,0.2647058823529412
Rock1,2,0.0
SH3D19,5,0.3
USP6,5,0.5
VRK2,4,0.6666666666666666
ZNF175,2,0.0
ZNF234,1,0.0
CDC42BPG,5,0.5
RHOQ,12,0.13636363636363635
MAPKAP1,11,0.4
SEPT6,9,0.3055555555555556
SEPT7,8,0.42857142857142855
Sept2,1,0.0
Sept6,1,0.0
Sept7,1,0.0
ORC1,21,0.38571428571428573
ORC6,16,0.475
CDC5,1,0.0
BCAS2,7,0.6190476190476191
CCDC136,3,0.3333333333333333
CWC15,5,0.4
DIXDC1,4,0.5
EXOC1,26,0.13846153846153847
ILF2,21,0.36666666666666664
KIAA0182,13,0.16666666666666666
KIAA0240,3,0.0
KIF3C,4,0.6666666666666666
MYT1L,2,1.0
PDE4DIP,19,0.13450292397660818
PLRG1,16,0.31666666666666665
PPFIA2,14,0.3181818181818182
PPM1D,5,0.4
PRPF19,29,0.2022792022792023
PRPF3,23,0.2648221343873518
RNU1-1,2,1.0
RNU2-1,4,0.16666666666666666
RNU4-1,1,0.0
RNU6-1,2,0.0
RPS16,15,0.2
RPS25,8,0.14285714285714285
SCAF8,3,1.0
SFI1,5,0.0
SFR1,5,0.6
SH3BP5,13,0.2692307692307692
SNRPA1,13,0.3076923076923077
SRRM1,105,0.07985347985347985
TRAK1,4,0.16666666666666666
TTF2,14,0.14285714285714285
WWC1,13,0.0641025641025641
ZNF35,2,0.0
MCM8,6,0.5333333333333333
PPP2R3A,4,0.16666666666666666
PPP2R3B,5,0.7
PSKH1,1,0.0
CDC7,21,0.18095238095238095
DBF4,11,0.6363636363636364
Mcm2,2,0.0
Mcm4,1,0.0
Mcm6,2,0.0
Mcm7,1,0.0
mcm2,1,0.0
CPSF1,21,0.1380952380952381
CPSF2,13,0.23076923076923078
CPSF3,7,0.23809523809523808
CPSF4,5,0.5
CSTF3,8,0.42857142857142855
CTR9,12,0.5303030303030303
HSF2BP,4,0.0
ITFG1,9,0.19444444444444445
PAF1,19,0.3567251461988304
RRAGA,13,0.16666666666666666
WDR61,17,0.3382352941176471
CDCA3,6,0.4
CDCA4,8,0.2857142857142857
SUPT7L,15,0.2761904761904762
CDCA5,8,0.7333333333333333
PDS5B,16,0.5166666666666667
CDH3,8,0.9333333333333333
FER,11,0.3333333333333333
ITGAE,2,0.0
TACC3,12,0.13636363636363635
CDH10,3,0.3333333333333333
CDH11,2,1.0
Ctnnb1,6,0.0
CDH18,5,0.6666666666666666
CDH23,1,0.0
USH1C,5,0.0
CDH4,2,0.0
CDH5,14,0.10989010989010989
FGA,15,0.08974358974358974
PKP4,10,0.2222222222222222
CDH6,4,1.0
CDH8,1,0.0
CDHR1,2,0.0
PROM1,3,0.0
CDHR2,4,0.3333333333333333
MAST2,9,0.027777777777777776
CDIPT,5,0.4
CDCA2,5,0.6
CDKN3,5,0.4
CIITA,17,0.16176470588235295
CUX1,15,0.18095238095238095
GADD45A,66,0.04861111111111111
HIST1H1D,14,0.18681318681318682
MAP4,13,0.16666666666666666
MKI67,13,0.19230769230769232
MLL5,2,1.0
NCAPD2,11,0.509090909090909
NCAPG,17,0.33088235294117646
NSFL1C,20,0.16842105263157894
PAH1,1,0.0
RPO21,1,0.0
SPAG5,10,0.1111111111111111
SSBP1,22,0.08421052631578947
CDK10,4,0.5
ETS2,16,0.475
CDK11B,13,0.23076923076923078
CDK14,2,0.0
IGHA2,5,0.1
SEPT8,11,0.18181818181818182
CDK18,4,0.5
SRSF7,13,0.2948717948717949
CDK15,1,0.0
CDK2AP1,14,0.1978021978021978
CNTN2,35,0.146218487394958
FAM113A,3,0.3333333333333333
MITF,17,0.13970588235294118
MS4A3,2,1.0
NAA25,2,1.0
NOV,9,0.027777777777777776
POLA1,16,0.275
PRKCH,7,0.5
PSMD9,9,0.3888888888888889
RAD53,1,0.0
SORT1,6,0.26666666666666666
SPDYA,3,0.6666666666666666
IGHA1,5,0.3
MBD2,30,0.2619047619047619
CDK2AP2,13,0.0
PYCR1,4,0.3333333333333333
RCC1,49,0.06037414965986394
YIF1A,2,0.0
CDKN2C,15,0.08571428571428572
RPRM,4,0.16666666666666666
LMTK2,6,0.5
NDEL1,35,0.07226890756302522
NES,5,0.5
RPL34,10,0.15555555555555556
Suds3,2,1.0
CDK5RAP1,2,1.0
CDK5RAP3,23,0.09090909090909091
MAGEH1,6,0.26666666666666666
SENP2,7,0.23809523809523808
STARD9,3,0.0
ZNF259,5,0.4
DDRGK1,2,1.0
IGKC,4,0.5
LYPD6B,1,0.0
RPL10A,12,0.21212121212121213
TMEM55A,3,0.6666666666666666
Ufc1,4,0.8333333333333334
Ufm1,16,0.15
CTD,7,0.3333333333333333
CTDP1,38,0.2147937411095306
GTF2H3,7,1.0
SUPT5H,21,0.18095238095238095
spb1,1,0.0
CCNC,15,0.5142857142857142
MED10,53,0.37411764705882355
MED16,34,0.33868092691622104
MED20,17,0.6911764705882353
MED22,19,0.672514619883041
MED26,51,0.391156462585034
MED7,38,0.2233285917496444
MED9,45,0.44518272425249167
ARID3B,5,0.5
CCT8,29,0.2561576354679803
DTYMK,3,1.0
EXOSC5,11,0.18181818181818182
FKBP5,16,0.23333333333333334
GATA6,4,0.16666666666666666
HEXIM2,2,1.0
LARP7,9,0.19444444444444445
MEPCE,165,0.02985957132298596
MRPS27,7,0.38095238095238093
P4HA1,6,0.3333333333333333
RBM39,46,0.1681159420289855
RN7SK,4,0.5
RQCD1,6,0.6
SNRPD2P1,4,0.3333333333333333
TCEA1,30,0.2
TRIM33,25,0.2490118577075099
UBL4A,14,0.23076923076923078
CDKL5,4,0.0
CIZ1,5,0.3
DTL,14,0.46153846153846156
FKBPL,3,0.6666666666666666
HDAC11,9,0.25
MDM4,30,0.21164021164021163
NRBP1,10,0.28888888888888886
SPRED1,11,0.16363636363636364
TEX11,23,0.0
NUP50,9,0.3888888888888889
Pin1,1,0.0
RNF123,5,0.5
UBAC1,14,0.23076923076923078
Ubc,11,0.07272727272727272
LIMK1,16,0.16483516483516483
ACLY,16,0.15
MMRN1,1,0.0
MTR,3,0.6666666666666666
PPP1R9B,15,0.11428571428571428
RIN2,5,0.0
SERTAD1,13,0.0641025641025641
CDKN2B-AS,1,0.0
DRAP1,17,0.11029411764705882
QPCTL,3,0.0
CDS1,2,1.0
CDSN,5,0.6666666666666666
CDT1,39,0.15519568151147098
GRWD1,8,0.39285714285714285
CDX2,8,0.35714285714285715
PAX6,21,0.07602339181286549
CDYL,14,0.4175824175824176
REST,25,0.24
ZNF644,4,0.3333333333333333
CEACAM1,5,0.0
CEACAM8,1,0.0
CEACAM5,2,0.0
Hnrnpm,1,0.0
FUT1,1,0.0
GFAP,20,0.11578947368421053
GRIN3A,3,0.3333333333333333
MAF,16,0.23076923076923078
MNT,10,0.2857142857142857
MPP2,4,0.5
MRTO4,8,0.17857142857142858
NAA16,3,0.3333333333333333
RAB34,2,1.0
RARB,15,0.14285714285714285
RPGRIP1,2,0.0
TCF7L2,15,0.34285714285714286
TGFB2,10,0.26666666666666666
ZEB2,9,0.6944444444444444
ZNF45,2,1.0
CEBPD,19,0.28654970760233917
CEBPG,6,0.26666666666666666
DDIT3,23,0.14624505928853754
NRF1,9,0.027777777777777776
SP3,25,0.38
TRIM26,10,0.32142857142857145
DENND4A,8,0.21428571428571427
TBX2,3,0.0
ZFP2,1,0.0
ZNF384,5,0.1
MLLT6,5,0.1
POLR2M,18,0.0
CEBPZ,18,0.16993464052287582
NFYB,19,0.43859649122807015
CELF1,6,0.26666666666666666
PPBP,15,0.0
Apob,1,0.0
SOBP,2,0.0
CELSR1,2,0.0
PSAP,10,0.17857142857142858
CELSR3,4,0.0
SWAP70,5,0.5
CENPH,11,0.4444444444444444
CENPI,6,0.6
CENPK,5,0.2
CENPM,2,0.0
CENPN,3,0.6666666666666666
CENPO,13,0.2564102564102564
CENPT,4,0.16666666666666666
HIST1H2AB,9,0.25
HIST1H2AD,3,0.0
HIST1H2BB,12,0.16666666666666666
HJURP,13,0.21794871794871795
HPC3,1,0.0
KIAA1429,6,0.2
LOC284412,1,0.0
MLF1IP,21,0.12857142857142856
PHIP,8,0.2857142857142857
RSF1,7,0.3333333333333333
SHCBP1,14,0.0989010989010989
SRRT,13,0.24358974358974358
WTAP,6,0.2
ZFP91,4,0.3333333333333333
CENPC1,11,0.2909090909090909
UBTF,34,0.18181818181818182
PRC1,14,0.1978021978021978
TRAF4,23,0.06324110671936758
PMVK,9,0.25
CENPJ,7,0.09523809523809523
Stat5a,2,0.0
SOX6,4,0.16666666666666666
CENPP,7,0.6190476190476191
CENPQ,7,0.8
DHX29,3,0.3333333333333333
CENPV,2,1.0
SPERT,5,0.0
CEP55,13,0.3090909090909091
VPS37B,5,0.6
VPS37C,7,0.7142857142857143
CERS1,2,1.0
CES1,3,0.0
CETN2,6,0.26666666666666666
CETN3,7,0.14285714285714285
CETP,1,0.0
CFHR3,1,0.0
CFI,1,0.0
LIMK2,6,0.26666666666666666
TAGLN,5,0.5
TPI1,13,0.3090909090909091
CLCN3,6,0.6666666666666666
DNAJC5,2,1.0
JKAMP,6,0.5333333333333333
KCNJ1,6,0.4
Pdzk1,1,0.0
SNAP23,33,0.12121212121212122
STX1A,39,0.03453453453453453
CGA,4,0.0
CGB,1,0.0
FSHB,1,0.0
CGN,9,0.3611111111111111
TJP1,48,0.05851063829787234
TJP2,21,0.2
Tjp1,2,0.0
CHAC1,2,0.0
ANP32B,6,0.3333333333333333
DDX41,6,0.26666666666666666
HIST1H3E,23,0.233201581027668
PRPF31,16,0.25
RBFOX2,21,0.15789473684210525
RBM3,2,0.0
chaf1a,1,0.0
CHCHD4,2,0.0
CIAPIN1,6,0.13333333333333333
CHD1L,28,0.20615384615384616
API5,4,0.5
H2AFZ,37,0.16816816816816818
H3F3AP6,1,0.0
HIST1H2BK,7,0.2857142857142857
HIST2H2AA4,2,1.0
HABP4,17,0.11029411764705882
MYB,39,0.17813765182186234
PCNT,12,0.3333333333333333
TWIST1,18,0.1830065359477124
CHD5,1,0.0
DPEP2,1,0.0
DPEP3,1,0.0
GATAD2A,16,0.5
GATAD2B,20,0.45263157894736844
KPNA5,3,0.6666666666666666
KPNA6,13,0.14102564102564102
NAB2,6,0.2
RNF8,23,0.13333333333333333
UBASH3B,13,0.21794871794871795
CHD7,23,0.28063241106719367
CTCF,27,0.15954415954415954
SALL3,4,0.5
SOX2,55,0.09071117561683599
ZBTB20,3,0.3333333333333333
ZNF143,2,0.0
CHDH,3,0.0
SEZ6,1,0.0
MCD1,1,0.0
EBNA-3A,2,0.0
GINS2,4,0.3333333333333333
PLK3,8,0.32142857142857145
PPP2R2B,40,0.11666666666666667
REV3L,8,0.25
HLTF,17,0.17647058823529413
KIF22,9,0.16666666666666666
CHIC2,10,0.24444444444444444
CHM,6,0.13333333333333333
CHML,4,0.0
CHMP1A,10,0.32142857142857145
CHMP1B,6,0.5333333333333333
KIAA1715,2,1.0
USP8,29,0.10344827586206896
CHMP2A,6,0.6
CHMP3,8,0.4642857142857143
STAMBP,24,0.12318840579710146
IGFBP7,6,0.06666666666666667
CHMP4A,10,0.35555555555555557
CHMP4B,8,0.25
CHMP4C,8,0.3333333333333333
ISG15,17,0.14705882352941177
CHMP6,6,0.2
NXN,3,0.3333333333333333
CHN1,3,0.0
CHORDC1,4,1.0
CHP,7,0.14285714285714285
SLC9A2,7,0.38095238095238093
SLC9A3,6,0.13333333333333333
SLC9A4,2,0.0
SLC9A5,2,0.0
CHP2,5,0.0
CHRDL2,1,0.0
CHRM2,2,0.0
CHRNA1,4,0.0
CHRND,1,0.0
CHRNG,1,0.0
CHRNA4,2,0.0
CHRNE,1,0.0
CHST12,1,0.0
CHST15,2,1.0
CHTF18,16,0.39166666666666666
DDX11,8,0.4642857142857143
DSCC1,5,0.9
CHTF8,6,0.4666666666666667
EIF2AK2,63,0.058469945355191254
NLRP4,3,0.3333333333333333
Pebp1,4,1.0
TAB2,28,0.24615384615384617
TRIM40,4,1.0
CHURC1,2,0.0
ZBTB9,17,0.11029411764705882
CIAO1,13,0.1282051282051282
CCDC7,3,0.3333333333333333
FAM96A,2,1.0
FAM96B,3,1.0
CIB1,14,0.14285714285714285
EXOSC10,15,0.2
RAC3,7,0.19047619047619047
CIDEA,2,0.0
CIDEB,5,0.3333333333333333
DFFB,4,0.5
CIR1,5,0.4
Hdac2,3,0.0
CIRBP,5,0.4
CISH,8,0.10714285714285714
IL2RB,14,0.34065934065934067
IL3RA,2,0.0
MYD88,28,0.18153846153846154
CIT,8,0.25
CITED1,6,0.3333333333333333
TFAP2B,8,0.10714285714285714
CITED2,10,0.2
TFAP2C,8,0.2857142857142857
CITED4,4,0.16666666666666666
SLAIN2,3,0.3333333333333333
TACC2,11,0.23636363636363636
SERP2,2,0.0
CKI1,1,0.0
TRIM63,35,0.07196969696969698
CKMT2,4,0.0
OLFML3,4,0.16666666666666666
CKS1,1,0.0
LDHB,10,0.17857142857142858
CLAM,2,1.0
CLASRP,5,0.0
CLK4,3,0.0
CLCA1,1,0.0
KCNMB1,2,0.0
CLDN1,6,0.4
CLDN3,4,0.8333333333333334
CLDN5,4,0.8333333333333334
INADL,6,0.3333333333333333
TJP3,3,0.6666666666666666
CLDN2,2,0.0
CLDN4,1,0.0
CLDN6,1,0.0
CLDN7,4,0.3333333333333333
CLDN8,1,0.0
HGF,7,0.0
OSTF1,8,0.14285714285714285
CLEC4C,1,0.0
NEK2,28,0.06769230769230769
CLEC4G,20,0.005263157894736842
AZU1,2,0.0
FTL,15,0.10256410256410256
PKLR,11,0.16363636363636364
SHBG,2,0.0
WBP2,11,0.14545454545454545
CLGN,5,0.1
ADAM1,1,0.0
PAFAH1B1,20,0.16993464052287582
CLIP2,4,0.0
CLASP1,4,0.16666666666666666
CLASP2,10,0.08888888888888889
CLK1,11,0.3090909090909091
LUC7L3,17,0.2571428571428571
CLK3,8,0.2857142857142857
C1orf63,1,0.0
CLN3,44,0.0507399577167019
COX15,2,1.0
CPT1A,4,0.5
CYC1,5,0.2
DDX20,34,0.18716577540106952
GANAB,19,0.13450292397660818
HSD17B12,2,1.0
ILVBL,4,0.6666666666666666
NPEPPS,9,0.19444444444444445
NUP205,15,0.1523809523809524
RIF1,7,0.2857142857142857
SBDS,2,1.0
SEC61A2,3,0.6666666666666666
SIGMAR1,4,0.5
UNC45A,3,0.6666666666666666
LSM10,8,0.32142857142857145
LSM11,5,0.3
SNRPE,24,0.2898550724637681
ARNTL2,2,1.0
CLP1,11,0.38181818181818183
TSEN2,5,1.0
TSEN34,6,0.8666666666666667
TSEN54,7,0.6666666666666666
CLPP,2,0.0
LTA,4,0.16666666666666666
TIMELESS,17,0.11029411764705882
BAHCC1,1,0.0
SLK,4,0.3333333333333333
DNAJC6,1,0.0
DYRK1A,15,0.18095238095238095
EPN2,5,0.4
Epn1,2,1.0
SNAP91,3,0.0
CLTCL1,2,1.0
CLUAP1,3,0.3333333333333333
CINP,1,0.0
CMIP,2,1.0
CMTM6,7,0.23809523809523808
ATP13A2,2,1.0
DUSP10,5,0.0
CNBP,32,0.004032258064516129
APOBEC3C,3,0.3333333333333333
DAP3,20,0.16339869281045752
EBNA1BP2,12,0.13636363636363635
FKTN,1,0.0
IGF2BP3,8,0.2857142857142857
RPL23A,21,0.11904761904761904
CNKSR1,8,0.07142857142857142
RHPN2,6,0.2
STK3,20,0.13157894736842105
CNKSR2,7,0.0
MOB3B,4,0.0
RLF,5,0.1
MYO1A,3,0.0
CNNM3,9,0.1388888888888889
TOB2,2,1.0
CNOT10,4,0.5
CNR1,4,0.0
GNAI1,29,0.024630541871921183
CNTF,10,0.14285714285714285
IL6R,4,0.16666666666666666
STK16,23,0.07142857142857142
CNTFR,8,0.07142857142857142
CLCF1,3,0.0
HN1L,4,0.3333333333333333
LIFR,6,0.26666666666666666
CNTN1,9,0.027777777777777776
PTPRB,6,0.06666666666666667
CNTNAP2,7,0.2857142857142857
L1CAM,11,0.18181818181818182
NCAN,5,0.1
NRCAM,6,0.26666666666666666
SMYD3,12,0.3484848484848485
TAX1BP1,9,0.4166666666666667
TAX1BP3,4,0.16666666666666666
CNTNAP1,6,0.3333333333333333
KCNA1,6,0.5333333333333333
KCNA2,13,0.14102564102564102
CNTNAP3,2,0.0
CNTNAP4,6,0.06666666666666667
FBXO21,4,0.5
MAST3,3,0.3333333333333333
RANBP10,9,0.1111111111111111
COASY,4,0.5
ALDH3A2,6,0.06666666666666667
RDBP,12,0.19696969696969696
COG1,3,0.6666666666666666
COG2,4,0.3333333333333333
COG3,5,0.2
COG8,2,0.0
COG7,6,0.4666666666666667
MEFV,2,0.0
COL10A1,1,0.0
COL11A1,2,0.0
COL14A1,3,0.3333333333333333
COL17A1,8,0.2857142857142857
COL18A1,2,0.0
MMP2,16,0.03333333333333333
NID1,12,0.044444444444444446
NID2,7,0.09523809523809523
Nid1,3,0.0
SPARC,9,0.0
COL3A1,4,0.0
COL4A1,13,0.07272727272727272
COL4A3BP,9,0.2857142857142857
RTN3,12,0.2222222222222222
COL5A1,6,0.06666666666666667
COL7A1,7,0.09523809523809523
LAMA5,9,0.08333333333333333
LAMB3,2,0.0
LAMC2,3,0.0
COL8A1,4,0.0
COL8A2,1,0.0
COL9A1,2,1.0
COL9A2,3,0.3333333333333333
SCNN1D,2,1.0
COMMD3,3,0.3333333333333333
COMMD8,4,0.3333333333333333
AKR1C1,2,0.0
TMX2,2,1.0
COMT,4,0.5
XRN2,18,0.17647058823529413
COPB2,19,0.1695906432748538
COPG2,9,0.4444444444444444
RGS4,9,0.0
COPZ1,3,0.6666666666666666
COPZ2,1,0.0
COPS2,39,0.16194331983805668
COPS8,19,0.5294117647058824
GPS1,19,0.4502923976608187
IRF8,22,0.17894736842105263
Sin3a,20,0.05789473684210526
COPS7B,9,0.9444444444444444
PHYH,8,0.25
AMH,1,0.0
ATRN,2,1.0
C12orf10,3,0.6666666666666666
CSN1S1,4,0.3333333333333333
DCAF11,9,0.7222222222222222
DCAF4,8,0.75
EDNRA,6,0.4
ERCC8,10,0.5555555555555556
FBXO11,10,0.35555555555555557
FBXO17,3,1.0
FBXO22,4,0.6666666666666666
KLHL13,17,0.2647058823529412
KLHL15,3,1.0
KLHL18,2,1.0
KLHL22,7,0.47619047619047616
KLHL24,3,1.0
LOC284014,1,0.0
LRR1,3,1.0
LRRC14,3,1.0
PLAC8,2,0.0
PPOX,4,0.3333333333333333
S100A7,9,0.2777777777777778
SHISA5,1,0.0
TOR1AIP2,6,0.7333333333333333
UCHL3,11,0.2
USP14,33,0.3958333333333333
VprBP,26,0.2463768115942029
BTBD9,3,0.6666666666666666
CLPB,6,0.06666666666666667
CRBN,6,0.8
FBXO44,3,0.0
FBXW9,2,1.0
FEM1B,5,0.5
KLHDC5,9,0.2222222222222222
KLHL20,16,0.16483516483516483
KLHL8,2,1.0
MYEOV2,1,0.0
SHKBP1,4,0.6666666666666666
ZYG11B,2,1.0
CSN3,4,0.16666666666666666
COQ8,1,0.0
ADCK3,6,0.26666666666666666
CORD1,1,0.0
CORO2A,2,1.0
NR1H2,44,0.06448202959830866
TOB1,18,0.1830065359477124
CORT,5,0.0
SSTR1,1,0.0
SSTR2,3,0.0
SSTR3,12,0.015151515151515152
SSTR4,1,0.0
SSTR5,4,0.0
KATNAL1,2,0.0
COX4I2,1,0.0
CYCS,13,0.16666666666666666
COX5A,3,0.6666666666666666
COX6C,3,0.3333333333333333
CP,3,0.6666666666666666
CPA4,2,0.0
LXN,8,0.0
CPB2,5,0.0
CPE,10,0.15555555555555556
CPLX1,3,1.0
SNAP25,24,0.13405797101449277
VAMP2,20,0.28421052631578947
Ube2o,3,0.0
Cenpf,3,0.0
Skil,3,0.0
CPNE3,3,0.6666666666666666
Ccdc22,2,0.0
Cdc42bpb,2,0.0
Cpne1,2,0.0
Nono,3,0.0
Pitpnm2,2,0.0
Spnb2,3,0.0
CSTF2T,6,0.4666666666666667
PAPOLA,13,0.2948717948717949
INTS2,8,0.8928571428571429
INTS9,8,0.8928571428571429
FIP1L1,5,0.5
GIN1,2,1.0
BNA1,1,0.0
PGI1,1,0.0
CR1,1,0.0
FCER2,3,0.3333333333333333
CRABP1,1,0.0
CRB2,2,0.0
CRCT1,9,0.08333333333333333
CRTC1,2,1.0
FHL3,23,0.1
FHL5,8,0.06666666666666667
HIPK3,10,0.4888888888888889
MTF2,5,0.4
RGS13,3,1.0
RNF111,23,0.13438735177865613
TOX4,13,0.36363636363636365
TRIM22,4,0.3333333333333333
ZMYM2,21,0.2571428571428571
ZNF436,1,0.0
ZNF92,2,0.0
CREB3L3,1,0.0
CREBZF,4,0.5
CREB3L4,3,0.6666666666666666
CREB5,4,1.0
EGR1,19,0.14035087719298245
FGFR1,21,0.1286549707602339
FOSB,2,1.0
FOSL1,11,0.34545454545454546
GATA1,39,0.13360323886639677
GLI3,15,0.047619047619047616
HES6,3,0.0
HOXA10,6,0.06666666666666667
HOXB2,1,0.0
HOXB3,2,1.0
HOXB4,4,0.5
HOXB6,7,0.0
HOXB7,7,0.42857142857142855
HOXB9,15,0.0761904761904762
HOXD10,3,0.6666666666666666
HOXD12,6,0.2
HOXD13,3,0.6666666666666666
HOXD4,17,0.029411764705882353
IRF1,17,0.20588235294117646
IRF3,21,0.23976608187134502
IRF9,17,0.09558823529411764
KLF1,15,0.4
KLF13,11,0.36363636363636365
KLF4,15,0.49523809523809526
KLF8,6,0.4666666666666667
MECOM,13,0.358974358974359
MED25,41,0.4574898785425101
MGMT,75,0.06018018018018018
MSX1,13,0.2727272727272727
MYBL1,8,0.32142857142857145
NEUROG1,6,0.26666666666666666
NFATC2,18,0.03333333333333333
NFATC4,4,0.0
