Protein,Degree,ClusteringCoefficient
SOX9,12,0.21212121212121213
SPHK1,4,0.5
Stat2,1,0.0
Stat3,2,0.0
TAF1B,24,0.2608695652173913
TRIP4,31,0.28817204301075267
XPA,13,0.15384615384615385
ZBTB7B,13,0.2909090909090909
pop-1,1,0.0
F12,2,0.0
Ruvbl1,2,0.0
PFAS,14,0.15384615384615385
EPB42,6,0.0
ANK2,5,0.3
EPB49,5,0.0
PROCR,3,0.0
EPCAM,3,0.0
EFNA4,1,0.0
EFNB2,4,0.16666666666666666
EFNB3,3,0.0
EPHA5,3,0.6666666666666666
EPM2A,10,0.3333333333333333
NFU1,3,0.0
PRKAB2,33,0.11363636363636363
EPS15L1,8,0.2857142857142857
EPO,1,0.0
ATXN2L,9,0.19444444444444445
SOCS2,12,0.13636363636363635
Synj1,2,1.0
MYO15A,2,0.0
EPS8L1,3,0.3333333333333333
EPS8L2,4,0.16666666666666666
EPS8L3,2,0.0
ERAS,2,0.0
Errfi1,1,0.0
LRRC1,7,0.23809523809523808
Pkp4,1,0.0
ZNF207,5,0.4
ERC1,13,0.21794871794871795
RAB6B,3,0.6666666666666666
PCLO,3,0.6666666666666666
PPFIA1,20,0.20915032679738563
PPFIA4,4,0.5
ERCC1,13,0.28205128205128205
UBL7,3,0.6666666666666666
GTF2H5,4,1.0
ERCC6L,6,0.3333333333333333
EREG,2,0.0
ERG,7,0.42857142857142855
ERGIC1,2,1.0
ERGIC3,2,1.0
RNF139,14,0.24175824175824176
ERN1,11,0.3055555555555556
ERO1L,4,0.6666666666666666
ERO1LB,3,0.6666666666666666
ERVW-1,1,0.0
HYAL2,1,0.0
KDM5A,20,0.2631578947368421
KLF5,21,0.2619047619047619
MPG,8,0.25
MTCH2,3,0.6666666666666666
MVP,6,0.3333333333333333
NCOA7,3,0.0
NGG1,2,0.0
NPPA,7,0.0
Nr0b2,5,0.2
Nsd1,4,0.0
PNRC2,15,0.10476190476190476
PPARGC1B,15,0.12380952380952381
PRMT2,6,0.06666666666666667
RBBP6,37,0.08258258258258258
RLIM,22,0.14736842105263157
SAFB2,11,0.32727272727272727
SGK3,2,0.0
TAF2,11,0.45454545454545453
TFF1,11,0.2222222222222222
TRAM1,3,1.0
TUBB1,8,0.39285714285714285
XBP1,21,0.11428571428571428
JMJD1C,8,0.25
MKNK2,6,0.4666666666666667
PNRC1,10,0.0
ZNHIT3,12,0.07575757575757576
KDM3B,7,0.38095238095238093
TNNI2,6,0.13333333333333333
ZNF658B,1,0.0
ETF1,8,0.35714285714285715
GSPT2,3,1.0
ETHE1,6,0.4
MAPK7,16,0.054945054945054944
PLEC,16,0.225
ETV2,1,0.0
KDM3A,9,0.3055555555555556
ETV4,7,0.5238095238095238
ETV6,21,0.2046783625730994
FBXL6,2,1.0
L3MBTL1,22,0.22631578947368422
EVI5,4,0.5
EVPL,3,0.6666666666666666
C11orf16,1,0.0
CCDC91,5,0.4
CD177,2,0.0
CFDP1,2,1.0
CNST,2,0.0
DMRTB1,9,0.0
DNAJB3,2,1.0
E2F8,2,0.0
ECD,4,0.3333333333333333
EPT1,2,1.0
GNPDA1,2,1.0
HIST1H2BN,4,0.3333333333333333
HMGN4,1,0.0
KEL,2,0.0
KHDRBS2,49,0.08333333333333333
KRR1,8,0.25
KXD1,28,0.015873015873015872
LILRA3,1,0.0
MNS1,1,0.0
MRPS18B,5,0.1
MSC,3,0.3333333333333333
MVK,4,1.0
MYO1F,2,1.0
NBPF3,3,0.6666666666666666
NDUFB1,2,0.0
NDUFV1,3,0.3333333333333333
NLE1,4,0.5
NPPB,4,0.0
NSUN4,6,0.3333333333333333
NTNG2,1,0.0
PGLS,4,0.8333333333333334
POLR3A,16,0.26666666666666666
PRUNE2,3,0.6666666666666666
RAB37,4,0.3333333333333333
RASL11B,4,0.0
RMND5B,8,0.25
RNF183,5,0.1
SLC1A1,3,0.0
SLC22A24,1,0.0
SNRPC,6,0.6
SUPT4H1,6,0.26666666666666666
TPGS2,2,1.0
TRIM5,24,0.12987012987012986
TRPV5,3,0.3333333333333333
TSPAN3,2,1.0
TULP2,2,0.0
WDR37,2,1.0
YY1AP1,7,0.47619047619047616
ZDHHC3,2,0.0
ZNF184,1,0.0
ZNF383,1,0.0
C12orf35,2,1.0
CCDC93,3,0.6666666666666666
COLEC12,1,0.0
KIAA1731,2,1.0
EXOC2,5,0.5
EXOC6,2,1.0
RTN4IP1,3,0.0
ZC3H14,6,0.4
EXOSC7,6,0.5333333333333333
EXOSC2,9,0.3888888888888889
EXOSC3,3,0.6666666666666666
EXOSC8,8,0.32142857142857145
DNAJC30,1,0.0
RAB27A,21,0.05714285714285714
EXT1,6,0.3333333333333333
CLEC2L,2,0.0
CRB1,2,0.0
GALNT5,1,0.0
HYOU1,6,0.3333333333333333
EXTL3,2,0.0
EYA1,2,0.0
SIX1,5,0.0
EYA2,6,0.0
GNAZ,7,0.19047619047619047
SIX4,2,0.0
HOTAIR,1,0.0
JARID2,7,0.3333333333333333
KLHDC2,5,0.3
WT1,14,0.07692307692307693
ADORA2B,2,1.0
CLIC5,1,0.0
ICAM1,7,0.19047619047619047
ICAM2,3,0.3333333333333333
ICAM3,3,0.3333333333333333
PALLD,2,1.0
SCYL3,2,1.0
EcR,1,0.0
Ecsit,2,1.0
Ect2,1,0.0
Eda2r,1,0.0
Edc4,11,0.03636363636363636
EDC3,8,0.32142857142857145
PATL1,3,0.3333333333333333
Eea1,1,0.0
Eed,1,0.0
Efs,1,0.0
Egfr,1,0.0
Eif3a,18,0.48366013071895425
Eif4a3,1,0.0
Eif4e,2,0.0
Ep300,6,0.4
Epha4,1,0.0
VAPB,15,0.21904761904761905
Ephb1,1,0.0
Eps15,10,0.0
CDC40,4,0.0
NUMBL,5,0.1
Eps15l1,7,0.14285714285714285
Erbb2,1,0.0
Ercc6l,7,0.23809523809523808
Erh,26,0.006153846153846154
CHCHD6,2,0.0
CHTOP,3,0.0
CXorf23,1,0.0
INF2,3,0.3333333333333333
POLDIP3,8,0.21428571428571427
SAMM50,4,0.0
Ern2,1,0.0
Esco1,2,0.0
TTBK2,5,0.2
Espl1,5,0.2
Esr1,2,1.0
Esrrg,2,0.0
Etl4,2,0.0
Ezh2,1,0.0
F10,9,0.05555555555555555
F8,7,0.047619047619047616
PRKAB1,26,0.15076923076923077
TFPI,3,0.0
F11R,7,0.23809523809523808
F11r,1,0.0
F13B,2,0.0
FGG,6,0.5
F2,11,0.05454545454545454
SERPIND1,2,0.0
SERPINE1,13,0.12727272727272726
THBD,2,0.0
F2R,6,0.4
F3,4,0.16666666666666666
F46F6.2,1,0.0
PROS1,2,0.0
F9,1,0.0
FABP4,10,0.022222222222222223
FABP9,1,0.0
LIPE,4,0.16666666666666666
FADS1,3,0.3333333333333333
PJA2,17,0.125
UBR2,12,0.18181818181818182
UBR4,10,0.17777777777777778
CDC48,2,0.0
UBAC2,3,0.3333333333333333
FAIM2,1,0.0
FAIM3,3,0.0
FAM101B,4,0.3333333333333333
FAM103A1,4,0.16666666666666666
FAM109A,2,0.0
OCRL,5,0.1
FAM109B,1,0.0
FAM115A,5,0.3
FAM118B,21,0.05238095238095238
FAM20C,7,0.0
FAM123B,6,0.8
FAM125B,4,1.0
FAM127B,3,0.3333333333333333
FAM134A,4,0.0
FAM135B,1,0.0
FAM160A2,5,0.2
REEP6,1,0.0
FAM161A,1,0.0
PPM1F,5,0.4
FAM173A,9,0.05555555555555555
THAP5,2,1.0
FAM176A,3,0.6666666666666666
FAM189A2,2,0.0
FAM195A,1,0.0
APOM,2,0.0
C17orf61,2,1.0
TRIT1,1,0.0
FGFR1OP2,15,0.7523809523809524
SLMAP,13,0.8205128205128205
FAM57A,2,1.0
FAM60A,1,0.0
FAM63A,2,1.0
FAM69B,1,0.0
RBMS2,1,0.0
FAM84B,1,0.0
FAM8A1,2,1.0
FAN1,17,0.17142857142857143
PMS1,50,0.0700354609929078
AZIN1,4,0.3333333333333333
DUS4L,1,0.0
IFIT3,7,0.1
LIPG,1,0.0
MKNK1,16,0.041666666666666664
MX1,7,0.5238095238095238
YDL160C-A,6,0.8
YOL086W-A,14,0.5274725274725275
ZNF24,32,0.08870967741935484
ATP6,2,0.0
GSTP1,10,0.14285714285714285
IK,10,0.15555555555555556
POR,8,0.07142857142857142
GABPB1,5,0.0
PRDX3,12,0.15151515151515152
RTN2,1,0.0
SAMD3,1,0.0
UBE2T,14,0.15384615384615385
KRIT1,11,0.01818181818181818
PACSIN2,21,0.27485380116959063
FBLIM1,3,0.3333333333333333
FERMT2,2,0.0
FLNB,16,0.19166666666666668
FBLN5,4,0.0
MFAP2,3,0.0
FBP2,1,0.0
FBXL12,3,0.3333333333333333
FXYD3,5,0.0
FBXL14,2,0.0
FBXL2,3,0.3333333333333333
IREB2,6,0.3333333333333333
FBXL7,1,0.0
FBXO2,8,0.07142857142857142
FBXO27,2,0.0
FBXO34,2,0.0
KLF7,2,0.0
FBXO42,5,0.7
FBXO45,3,0.6666666666666666
FBXO6,2,1.0
Gli2,2,1.0
IFNAR1,11,0.21818181818181817
MYO10,5,0.4
USP37,5,0.5
PLK4,13,0.2545454545454545
SASS6,5,0.3
Notch4,1,0.0
CCT6B,4,0.5
VBP1,12,0.19696969696969696
FCAR,2,0.0
LAT,20,0.2578947368421053
FCGR2A,7,0.5238095238095238
FCGR2B,2,0.0
IGHG1,2,0.0
FCHO1,2,0.0
FCHO2,2,1.0
FCHSD1,6,0.06666666666666667
ITSN2,77,0.0363963963963964
SBK1,4,0.16666666666666666
FCHSD2,18,0.013071895424836602
C2orf73,2,0.0
C9orf78,6,0.06666666666666667
CCDC104,3,0.3333333333333333
CHKA,2,0.0
SH3BGR,1,0.0
FCN1,2,0.0
FCN3,2,0.0
FCRL3,4,0.3333333333333333
DNM3,4,0.6666666666666666
FERMT3,2,1.0
HSH2D,2,0.0
ZNF775,6,0.0
C16orf59,3,0.6666666666666666
FEZ2,17,0.19852941176470587
RAB3GAP1,7,0.23809523809523808
SAP30L,8,0.26666666666666666
SCOC,4,0.5
TBC1D25,2,1.0
ZNF251,2,1.0
FGFR2,14,0.16666666666666666
FGFR4,4,0.3333333333333333
FIBP,10,0.2
FGF19,1,0.0
FGF23,1,0.0
FGF7,2,0.0
FGF9,3,0.0
FGFBP1,5,0.0
FDPS,3,0.6666666666666666
PACS1,6,0.3333333333333333
FGF10,1,0.0
CCDC17,1,0.0
CTSK,2,0.0
FGF8,1,0.0
HBZ,4,0.0
NDUFS6,6,0.3333333333333333
RNF130,10,0.17777777777777778
SMG7,2,0.0
Sh2b1,1,0.0
FHIT,3,0.0
FHL1,11,0.16363636363636364
TXNIP,7,0.2857142857142857
ITGB6,4,0.16666666666666666
LASP1,7,0.23809523809523808
RBM42,4,0.5
STX11,13,0.05454545454545454
ZNF446,12,0.045454545454545456
KIAA0528,2,1.0
FIE,1,0.0
FIG4,3,0.3333333333333333
FIGF,1,0.0
FILIP1,5,0.0
Mtor,3,0.0
RYR1,7,0.047619047619047616
RYR3,3,0.6666666666666666
FKBP2,8,0.2857142857142857
EPB41L2,8,0.35714285714285715
LOXHD1,1,0.0
FKBP6,2,0.0
NME7,7,0.19047619047619047
PSMA2,41,0.24561403508771928
PSMB2,9,0.5
PSMB5,30,0.3448275862068966
PSMB7,14,0.4945054945054945
PSMD11,48,0.10904255319148937
PSMD13,33,0.4564393939393939
PSMD14,29,0.4729064039408867
PSMD6,38,0.4182076813655761
FLCN,3,1.0
FNIP1,7,0.6666666666666666
LRRFIP1,7,0.23809523809523808
LRRFIP2,4,0.16666666666666666
SH2B3,4,0.16666666666666666
SGCD,1,0.0
SGCG,3,0.0
FLT1,9,0.2222222222222222
PGF,5,0.3333333333333333
VEGFB,2,0.0
FLT3,8,0.32142857142857145
FLT3LG,2,0.0
FLT4,6,0.06666666666666667
VEGFC,3,0.0
FLYWCH1,2,1.0
FMNL1,8,0.25
NUFIP2,6,0.4
MIA,1,0.0
TGFBI,1,0.0
TNC,4,0.16666666666666666
CTBS,1,0.0
SNX2,12,0.45454545454545453
FNBP4,8,0.21428571428571427
FOXA3,3,0.3333333333333333
FOXF2,2,1.0
FOXG1,9,0.0
FOXH1,6,0.3333333333333333
FOXL2,3,0.3333333333333333
FOXN2,2,1.0
FOXN3,1,0.0
HOXA11,5,0.7
TXNRD1,7,0.23809523809523808
FOXP4,6,0.5
FOXP3,11,0.2727272727272727
FRA10AC1,7,0.0
ADPRHL2,3,0.0
GLRX3,13,0.14102564102564102
LPPR4,1,0.0
VPS29,4,0.3333333333333333
FRA10F,1,0.0
FRAT1,1,0.0
FRK,3,0.0
FRMD4A,3,0.0
NTRK3,6,0.06666666666666667
FRZB,7,0.0
FTCD,2,1.0
FUBP1,12,0.16666666666666666
FURIN,5,0.3
Flna,4,0.16666666666666666
SRSF10,7,0.42857142857142855
TARDBP,25,0.11
C10orf62,4,0.16666666666666666
GKAP1,3,0.0
KCTD4,3,0.0
KIAA1217,7,0.047619047619047616
LCMT1,3,0.6666666666666666
RABAC1,28,0.055384615384615386
RPIA,9,0.19047619047619047
HAUS2,7,0.2857142857142857
SLC35E1,3,0.3333333333333333
FXYD7,2,0.0
Atp1b1,1,0.0
FYB,8,0.32142857142857145
SKAP1,11,0.16666666666666666
FYCO1,19,0.11695906432748537
C18orf8,2,1.0
CCZ1,1,0.0
MON1B,1,0.0
SEC23B,5,0.4
SEC24B,7,0.3333333333333333
ADD2,3,0.3333333333333333
GAB3,5,0.5
Mta3,3,0.0
NMT1,6,0.2
NPHS1,16,0.18681318681318682
PRKCQ,19,0.14705882352941177
PTPN5,3,0.0
PTPRA,8,0.2857142857142857
SKAP2,6,0.5333333333333333
SLAMF1,8,0.10714285714285714
TRPC6,12,0.4444444444444444
FZD6,2,0.0
SFRP1,4,0.0
FZD8,4,0.16666666666666666
TK1,157,0.016589861751152075
mad2l2,1,0.0
Fam101a,2,0.0
Fam107b,5,0.0
FAM107B,1,0.0
PLOD1,10,0.25
PLOD2,9,0.3333333333333333
Fam129b,1,0.0
FAM129B,4,0.3333333333333333
Fam134a,8,0.0
C1orf68,2,0.0
Fam82a2,3,0.0
FAM82A2,6,0.26666666666666666
Fancc,4,0.16666666666666666
Fas,1,0.0
Fbxl20,1,0.0
Fbxo32,2,0.0
Fbxo45,3,0.3333333333333333
Fgf1,1,0.0
Fgf3,1,0.0
Fgfr1op,6,0.26666666666666666
Foxp2,1,0.0
Frs2,1,0.0
C4orf43,4,0.5
DHX40,3,0.6666666666666666
IFRD2,5,0.3
KRI1,4,0.5
MRPL45,4,0.3333333333333333
NOL6,5,0.5
RPAP2,46,0.08792270531400966
USP10,13,0.23076923076923078
UTP18,6,0.3333333333333333
WDR36,7,0.38095238095238093
YTHDF1,5,0.4
C3orf17,3,0.6666666666666666
DDX10,3,0.3333333333333333
FARS2,3,0.0
RPF2,7,0.3333333333333333
RPL22L1,4,0.5
RPL3L,2,1.0
UBAP2,3,0.6666666666666666
G6PD,5,0.6666666666666666
GABRG2,2,0.0
STBD1,3,1.0
TBC1D15,4,0.5
TECPR2,1,0.0
ULK1,15,0.1619047619047619
GYS1,10,0.3111111111111111
KBTBD6,4,0.6666666666666666
NSMAF,8,0.2857142857142857
TBC1D2B,1,0.0
TMEM160,6,0.6
WDR11,3,0.6666666666666666
BCL2L13,2,1.0
HBG1,1,0.0
IRGQ,1,0.0
KLHL5,5,0.1
RAP2A,20,0.06315789473684211
GABBR1,5,0.3
GABBR2,3,0.3333333333333333
JAKMIP1,1,0.0
GABPA,10,0.4444444444444444
MAGEB18,5,0.0
TDRD7,4,0.3333333333333333
GABRA1,2,0.0
GABRB2,2,0.0
TRAK2,3,0.0
GABRB3,4,0.6666666666666666
GABRD,2,1.0
GAD1,4,0.3333333333333333
GAD2,3,0.6666666666666666
HAAO,2,0.0
GADD45B,8,0.4642857142857143
GADD45G,36,0.07142857142857142
MASP1,15,0.047619047619047616
MIDN,4,0.5
Mapk14,4,0.16666666666666666
Ppara,4,0.16666666666666666
Ppard,1,0.0
Pparg,3,0.6666666666666666
RBPJ,23,0.07905138339920949
PPARD,28,0.15384615384615385
RDH13,3,0.0
SERPINA4,11,0.0
ZNF579,11,0.01818181818181818
Nr4a1,1,0.0
GAGE2E,1,0.0
GMCL1P1,2,0.0
GAGE5,1,0.0
GAL11,1,0.0
GAL3ST4,1,0.0
GALE,3,0.0
GALNT12,2,0.0
MUC5AC,2,0.0
GALNT14,4,0.0
MUC13,1,0.0
MUC2,2,0.0
MUC7,3,0.0
GALNT4,1,0.0
GALT,2,1.0
GAP43,3,0.0
PLCD1,4,0.3333333333333333
OSMR,4,0.6666666666666666
PRKG1,12,0.030303030303030304
QRICH2,6,0.0
GAR1,11,0.23636363636363636
GAS6,4,0.5
MERTK,7,0.4
TYRO3,5,0.5
GAS7,20,0.032679738562091505
APBB1IP,6,0.4666666666666667
NCKAP1L,3,0.3333333333333333
GAS8,3,0.0
LMO2,23,0.14285714285714285
SKI,37,0.21176470588235294
ZFPM1,7,0.09523809523809523
POU2AF1,11,0.01818181818181818
GATA3,14,0.2087912087912088
LMO1,4,0.3333333333333333
HAND2,14,0.19696969696969696
NKX2-5,10,0.2
TBX5,5,0.4
GATA5,1,0.0
KLF2,5,0.2
GBA,6,0.4666666666666667
GBF1,4,0.5
SRPK1,15,0.2857142857142857
GBP3,1,0.0
GBP5,2,0.0
SERF2,7,0.047619047619047616
GCA,4,0.0
LCP1,3,0.0
GCK,4,0.0
PFKFB2,3,0.3333333333333333
GCKR,3,0.3333333333333333
SENP1,11,0.6111111111111112
GCS1,1,0.0
GCSH,3,0.0
GDAP1,3,0.6666666666666666
GDF15,4,1.0
GDF6,3,1.0
GDI1,10,0.15555555555555556
RAB1B,5,0.3
RAB9A,6,0.3333333333333333
RAB2A,8,0.25
RAB8A,11,0.10909090909090909
GEM,14,0.01098901098901099
GMIP,3,0.3333333333333333
NDUFAF3,4,0.16666666666666666
NDUFS8,3,0.0
YBEY,1,0.0
PPP4C,50,0.11183673469387755
PPP4R2,8,0.4642857142857143
GEMIN6,7,0.6190476190476191
GEMIN7,13,0.15384615384615385
GET4,14,0.13186813186813187
MYO15B,6,0.0
PDZK1,18,0.0457516339869281
SH3YL1,5,0.1
GFRA1,3,0.3333333333333333
GDNF,2,0.0
NRTN,3,0.3333333333333333
GFRA2,3,0.0
GFRA4,1,0.0
PSPN,1,0.0
BACE2,3,0.6666666666666666
RABGEF1,10,0.28888888888888886
IGF2R,9,0.1111111111111111
GGH,3,0.0
GH1,5,0.2
PTPN2,7,0.38095238095238093
PTPN3,5,0.4
PTPN9,3,0.0
PTPRH,3,0.3333333333333333
ELAVL1,16,0.225
U2AF1L4,1,0.0
GINS4,2,1.0
LHCGR,3,0.0
PDXDC1,4,0.3333333333333333
RGS19,10,0.2222222222222222
SH3BP4,25,0.09
TPBG,2,1.0
GIPC2,4,0.0
GIPR,1,0.0
GIS1,1,0.0
GIT2,7,0.4
PTPRF,12,0.22727272727272727
PTPRZ1,8,0.03571428571428571
GJA3,3,1.0
GJA5,2,0.0
GJB1,3,0.0
GJB2,2,1.0
GJD3,1,0.0
GLC7,2,0.0
GLDC,3,0.0
GLE1,5,0.4
UXT,9,0.2777777777777778
GLG1,4,0.3333333333333333
SELE,8,0.17857142857142858
GLI1,18,0.11764705882352941
STK36,7,0.0
SUFU,20,0.0718954248366013
Sufu,3,0.6666666666666666
GLI2,7,0.047619047619047616
ZIC1,3,0.0
ZIC2,5,0.2
ZIC3,1,0.0
GLIS2,8,0.0
GPSM2,7,0.2857142857142857
GLO3,3,0.6666666666666666
GLP1R,2,0.0
GCG,1,0.0
GLRB,1,0.0
NADK,9,0.25
GLS,2,0.0
GLUD2,2,1.0
GLUL,15,0.20512820512820512
HIPK1,5,0.8
ND5,2,0.0
GLYAT,3,0.0
GM2A,2,0.0
HEXA,3,0.0
GMDS,4,1.0
GMEB1,4,0.5
GMEB2,1,0.0
GMFB,3,1.0
REPIN1,6,0.26666666666666666
GMPPB,2,1.0
GMPPA,2,1.0
GNA11,5,0.3
RGNEF,2,0.0
TBXA2R,5,0.0
GPSM3,1,0.0
NGB,2,0.0
RGS12,4,0.5
RGS14,7,0.0
NUCB1,3,0.0
Nucb1,1,0.0
CACNA1B,3,0.6666666666666666
RGS20,17,0.11764705882352941
RIC8A,14,0.12087912087912088
GNG10,2,0.0
GNG11,3,0.0
GNG4,7,0.047619047619047616
IFNR,1,0.0
LARP4B,3,0.6666666666666666
PTPRM,2,0.0
RASA3,4,0.5
SAT1,55,0.04862119013062409
MVD,7,0.3
RGS7,6,0.0
GNG13,4,0.0
GNAT3,3,0.0
GNG2,1,0.0
GNG3,5,0.0
GNB3,5,0.0
git5,1,0.0
GNG5,6,0.2
GNGT1,3,0.0
GNGT2,4,0.0
GNL3L,7,0.42857142857142855
TMED2,5,0.7
GOLGA7,2,1.0
GOLGB1,11,0.14545454545454545
ACBD3,2,1.0
Sh3d21,1,0.0
GOLM1,13,0.1282051282051282
GRID2,7,0.23809523809523808
Grm5,2,1.0
Stx6,1,0.0
GORAB,2,1.0
TGFA,4,0.0
TMED3,2,0.0
SCFD1,10,0.2222222222222222
SEC22B,5,0.5
GOSR2,3,1.0
THOC7,7,0.3333333333333333
GP1BA,8,0.03571428571428571
F11,3,0.0
GP1BB,1,0.0
GP5,1,0.0
GP6,4,0.0
FCER1G,3,0.3333333333333333
GPAA1,6,0.4
PIGK,6,0.26666666666666666
PIGS,2,1.0
PIGT,4,0.6666666666666666
GPANK1,2,0.0
GPC3,2,1.0
GPC4,2,0.0
GPD1,1,0.0
PARP14,6,0.4
GPLD1,2,0.0
APOA4,1,0.0
GPM1,1,0.0
GPN1,38,0.1251778093883357
GPN3,4,0.6666666666666666
PIH1D1,12,0.36363636363636365
POLR3B,7,0.38095238095238093
POLR3E,9,0.4444444444444444
RPAP1,34,0.1140819964349376
RPAP3,38,0.1593172119487909
URI1,12,0.5111111111111111
GPR143,2,0.0
GPR183,2,1.0
GPR37,8,0.6071428571428571
GPRIN2,8,0.10714285714285714
GPX7,1,0.0
GRAP,6,0.06666666666666667
LAX1,2,0.0
GIGYF1,1,0.0
TNKS2,8,0.14285714285714285
AEBP1,1,0.0
ATP8,5,0.3
C11orf41,1,0.0
C21orf58,1,0.0
CD164,1,0.0
CLYBL,4,0.6666666666666666
COX6A1,2,1.0
CUTA,2,1.0
FABP1,3,0.0
FAM59A,1,0.0
FH,4,0.3333333333333333
GSTK1,29,0.0812807881773399
HELZ,5,0.2
HP,4,0.16666666666666666
ITIH4,1,0.0
KRT7,3,0.6666666666666666
LY6G6F,2,0.0
MAP4K3,5,0.0
MAP4K5,10,0.24444444444444444
MSI2,3,0.6666666666666666
POMP,7,0.5238095238095238
PRAP1,1,0.0
PTPN23,7,0.5714285714285714
PTPRE,5,0.3
RBM33,6,0.5333333333333333
RBP4,5,0.2
RNF10,23,0.08300395256916997
SH2B1,7,0.23809523809523808
STK32C,2,1.0
STRADB,5,0.3
TCEAL8,2,1.0
USP53,21,0.09047619047619047
USP6NL,3,0.6666666666666666
WDR44,2,1.0
AGAP1,3,0.0
GRHL3,4,0.0
GRHL1,1,0.0
GRHL2,1,0.0
GRID2IP,1,0.0
GRIK1,6,0.26666666666666666
GRIK5,7,0.3333333333333333
GRIK3,4,0.0
Dlgap2,4,0.0
GRIN2D,3,0.0
GRIN3B,2,1.0
RCVRN,4,0.3333333333333333
AVPR1A,2,0.0
OXTR,2,0.0
TACR1,2,0.0
GRK6,8,0.17857142857142858
GRM1,4,0.0
GRM3,4,0.0
GRM5,1,0.0
GRM7,4,0.6666666666666666
HOXA1,11,0.07272727272727272
TAT,10,0.3111111111111111
GSC,1,0.0
GSG2,2,0.0
ACSBG1,1,0.0
ASRGL1,5,0.3
BEX1,2,0.0
C10orf116,3,0.6666666666666666
C11orf2,3,0.6666666666666666
C14orf129,1,0.0
CAMSAP3,1,0.0
CST6,1,0.0
ENTPD6,2,1.0
FZD5,4,0.3333333333333333
GJB5,1,0.0
GPR39,1,0.0
IQCG,2,1.0
MID1IP1,3,0.6666666666666666
PIM2,7,0.23809523809523808
SAP30BP,10,0.26666666666666666
SMN2,10,0.5333333333333333
SMYD2,10,0.17777777777777778
TMEM44,1,0.0
UBXN6,5,0.4
GSP1,1,0.0
GSR,5,0.6666666666666666
GSTA1,2,0.0
GSTA4,3,0.0
HRNR,4,0.5
HTR1B,3,0.0
SEC63,3,0.6666666666666666
XPO5,15,0.14285714285714285
ZW10,8,0.32142857142857145
GSTM1,3,0.6666666666666666
GSTM2,4,1.0
GSTM3,6,0.5
GSTM4,12,0.08888888888888889
GSTO1,7,0.19047619047619047
GSTZ1,3,0.0
GTF2A2,7,0.7142857142857143
MYLK2,4,0.3333333333333333
TAF5,17,0.47794117647058826
TBPL1,18,0.2549019607843137
NKX2-3,1,0.0
PKP2,12,0.3484848484848485
UL48,8,0.21428571428571427
MED29,50,0.42819148936170215
POLR2G,35,0.36174242424242425
TXNRD2,6,0.0
NFI1,2,0.0
GTF2IRD1,9,0.25
GTF3C4,16,0.4166666666666667
GTF3C6,3,0.3333333333333333
GUCY1A2,9,0.3888888888888889
GUCY1B3,5,0.8
GUCY1A3,2,1.0
GUCY2C,1,0.0
GUCY2E,3,0.0
GUCY2F,3,0.0
GUSB,2,0.0
GYG1,7,0.38095238095238093
GYG2,3,0.3333333333333333
TRIM7,1,0.0
GZMA,6,0.13333333333333333
NDUFS3,7,0.23809523809523808
Ndufs3,2,0.0
GZMB,3,0.0
SERPINB9,26,0.055384615384615386
SRGN,6,0.0
Gab2,5,0.9
Gadd45b,7,0.2857142857142857
Gata4,5,0.1
Gata6,1,0.0
Gatm,1,0.0
GATM,1,0.0
Gbp4,1,0.0
Git1,2,1.0
Gli1,1,0.0
Glis3,1,0.0
Gm15144,1,0.0
Gm9174,18,0.35947712418300654
Gmcl1,1,0.0
Gorasp1,8,0.10714285714285714
KIF14,5,0.1
TMED4,2,0.0
Grap2,6,0.5333333333333333
Grb2,3,0.0
HOMER2,3,0.0
Grik1,1,0.0
Grip,1,0.0
Grm2,1,0.0
Grm4,3,0.3333333333333333
Grm6,3,0.3333333333333333
Grm7,4,0.16666666666666666
Grm8,4,0.3333333333333333
Gtf3c6,6,0.4
Gug,3,1.0
ABHD10,3,0.6666666666666666
ANXA2P2,4,0.5
CCDC19,1,0.0
CTSD,7,0.3333333333333333
ERP29,2,1.0
EYA3,3,0.0
FAM82B,3,0.3333333333333333
FKBP10,5,0.3
HIBCH,2,1.0
HIST1H2BM,4,0.6666666666666666
HNRNPH3,21,0.14285714285714285
LEPRE1,6,0.26666666666666666
PAPPA,3,0.0
PEF1,3,1.0
POFUT1,2,1.0
PRDX6,13,0.10909090909090909
PSMB4,14,0.24175824175824176
PTGES2,4,0.5
RAB11B,6,0.3333333333333333
S100A4,8,0.2857142857142857
TMX1,2,1.0
TOR1A,9,0.25
TOR1B,2,1.0
TP53I3,7,0.2857142857142857
TXNDC12,3,0.6666666666666666
VAT1,3,0.3333333333333333
PHF14,4,0.5
ACTR6,4,0.8333333333333334
HIST1H4B,7,0.5238095238095238
HIST1H4D,7,0.5238095238095238
HIST1H4E,7,0.5238095238095238
HIST1H4G,2,1.0
HIST1H4H,7,0.5238095238095238
HIST1H4I,8,0.39285714285714285
HIST1H4J,7,0.5238095238095238
HIST1H4K,7,0.5238095238095238
HIST1H4L,7,0.5238095238095238
ZNHIT1,5,0.6
CCDC71,1,0.0
DHRS12,1,0.0
KDM4C,5,0.6666666666666666
HMGXB4,5,0.0
TOPORS,40,0.1358974358974359
HACE1,3,0.0
HACL1,5,0.3333333333333333
ZMYND19,4,0.0
HAND1,5,0.0
HEYL,4,0.0
HAS2,4,1.0
HAS3,2,1.0
